genericId,watsonChatId,responseType,responseText
null,5771e685-26b0-4dc3-a67d-18175ef68305,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,5771e685-26b0-4dc3-a67d-18175ef68305,suggestion,"Please transfer me to an agent: live chat please" "Search TRM Document Library: live chat please" "None of the above: live chat please" 
null,5771e685-26b0-4dc3-a67d-18175ef68305,text,Ok, please tell me your email.
null,5771e685-26b0-4dc3-a67d-18175ef68305,text,Ok, please type in your query then wait for an agent.
null,a04cce7b-1d3c-4383-a9d8-74d3ca39ca9b,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,a04cce7b-1d3c-4383-a9d8-74d3ca39ca9b,pause,1000
null,a04cce7b-1d3c-4383-a9d8-74d3ca39ca9b,text,I'm here to assist you with your Maximo related questions
null,a04cce7b-1d3c-4383-a9d8-74d3ca39ca9b,pause,1000
null,a04cce7b-1d3c-4383-a9d8-74d3ca39ca9b,text,Please select an option or type your question below
null,a04cce7b-1d3c-4383-a9d8-74d3ca39ca9b,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,a04cce7b-1d3c-4383-a9d8-74d3ca39ca9b,search,"How to Create and Run a Quick Ad Hoc Report.pdf" "Ad Hoc Report Types  .pdf" "Creating Ad Hoc Reports .pdf" 
null,00ebe647-059f-4413-9f5a-e6b7e70b76e3,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,00ebe647-059f-4413-9f5a-e6b7e70b76e3,pause,1000
null,00ebe647-059f-4413-9f5a-e6b7e70b76e3,text,I'm here to assist you with your Maximo related questions
null,00ebe647-059f-4413-9f5a-e6b7e70b76e3,pause,1000
null,00ebe647-059f-4413-9f5a-e6b7e70b76e3,text,Please select an option or type your question below
null,00ebe647-059f-4413-9f5a-e6b7e70b76e3,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,00ebe647-059f-4413-9f5a-e6b7e70b76e3,text,You use the Failure Codes application to build and to display failure hierarchies. Hierarchies help you construct accurate histories of the failures that affect your assets and operating locations. 
null,00ebe647-059f-4413-9f5a-e6b7e70b76e3,option,"Failure Code Hierarchy" "Failure Code Duplicate" 
null,00ebe647-059f-4413-9f5a-e6b7e70b76e3,suggestion,"Failure Code Application: Failure Code Hierarchy" "Failure Code Hierarchy: Failure Code Hierarchy" "Failure Code Duplicate: Failure Code Hierarchy" "How can I see all parent and child item assembly structures?: Failure Code Hierarchy" "None of the above: Failure Code Hierarchy" 
null,00ebe647-059f-4413-9f5a-e6b7e70b76e3,search,"How to_ Add Failure Reporting to a Work Order.pdf" "Organizations - How to add an Orgainization - How do I create an Org.pdf" "Systems - a group of locations that function together.pdf" 
null,00ebe647-059f-4413-9f5a-e6b7e70b76e3,text,You use the Failure Codes application to build and to display failure hierarchies. Hierarchies help you construct accurate histories of the failures that affect your assets and operating locations. 
null,00ebe647-059f-4413-9f5a-e6b7e70b76e3,option,"Failure Code Hierarchy" "Failure Code Duplicate" 
null,dfb589f2-023f-4f29-98bf-6f72c873c4c6,text,To manage users, you can create records that contain user names, passwords, and security profiles. These records determine which applications, options, and data that user can access. A user record must have a corresponding person record. You create person records either in the People application or in the Personal section in the Users application. In the User application, click New User. Optional: In the User field, type a unique user identifier. If you use autonumbering, the User field is already populated. Optional: If no matching person record is found, select one of the following options to create a person record: To create a person record based on information in the Personal section of the user record, click Yes. To select an existing person record, click No. In the Person field, select the person record. To create a person record, click No. In the Person field, select Detail Menu and then select Go to People. Optional: In the User Name field, type a value. The user name defaults to the ID name in the User field. This value is used to log in. You can change the user name to an employee number or email address. Click Set Password to define a password. Optional: Specify additional personal, user setting and general ledger account information.
null,dfb589f2-023f-4f29-98bf-6f72c873c4c6,text,To manage users, you can create records that contain user names, passwords, and security profiles. These records determine which applications, options, and data that user can access. A user record must have a corresponding person record. You create person records either in the People application or in the Personal section in the Users application. In the User application, click New User. Optional: In the User field, type a unique user identifier. If you use autonumbering, the User field is already populated. Optional: If no matching person record is found, select one of the following options to create a person record: To create a person record based on information in the Personal section of the user record, click Yes. To select an existing person record, click No. In the Person field, select the person record. To create a person record, click No. In the Person field, select Detail Menu and then select Go to People. Optional: In the User Name field, type a value. The user name defaults to the ID name in the User field. This value is used to log in. You can change the user name to an employee number or email address. Click Set Password to define a password. Optional: Specify additional personal, user setting and general ledger account information.
null,dfb589f2-023f-4f29-98bf-6f72c873c4c6,suggestion,"User Registration: user creation" "Create a New User: user creation" "User Access: user creation" "Search TRM Document Library: user creation" "User Name: user creation" "None of the above: user creation" 
null,dfb589f2-023f-4f29-98bf-6f72c873c4c6,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,dfb589f2-023f-4f29-98bf-6f72c873c4c6,pause,1000
null,dfb589f2-023f-4f29-98bf-6f72c873c4c6,text,I'm here to assist you with your Maximo related questions
null,dfb589f2-023f-4f29-98bf-6f72c873c4c6,pause,1000
null,dfb589f2-023f-4f29-98bf-6f72c873c4c6,text,Please select an option or type your question below
null,dfb589f2-023f-4f29-98bf-6f72c873c4c6,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,dfb589f2-023f-4f29-98bf-6f72c873c4c6,search,"Purchase Requisitions Application Overview.pdf" "Creation of Data Sheets .pdf" "MaxAssist Page Guides - Rules Manager.pdf" 
null,c6a64475-e8ad-4dea-ba31-3b69fc944313,text,Sorry for the trouble but we need this information to connect you with a best suited agent. 
null,c6a64475-e8ad-4dea-ba31-3b69fc944313,text,To connect to an agent, we will need some of your information first. Please tell us your name.
null,c6a64475-e8ad-4dea-ba31-3b69fc944313,text,Ok, please tell me your email.
null,c6a64475-e8ad-4dea-ba31-3b69fc944313,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,c6a64475-e8ad-4dea-ba31-3b69fc944313,pause,1000
null,c6a64475-e8ad-4dea-ba31-3b69fc944313,text,I'm here to assist you with your Maximo related questions
null,c6a64475-e8ad-4dea-ba31-3b69fc944313,pause,1000
null,c6a64475-e8ad-4dea-ba31-3b69fc944313,text,Please select an option or type your question below
null,c6a64475-e8ad-4dea-ba31-3b69fc944313,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,c6a64475-e8ad-4dea-ba31-3b69fc944313,text,Ok, please type in your query then wait for an agent.
null,c6a64475-e8ad-4dea-ba31-3b69fc944313,image,NO TEXT FOR image
null,c6a64475-e8ad-4dea-ba31-3b69fc944313,text,[Request agent →](https://teams.microsoft.com/_#/conversations/?ctx=chat)
null,ae33ed3c-de68-487b-ac02-1a191a5f70e0,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,ae33ed3c-de68-487b-ac02-1a191a5f70e0,pause,1000
null,ae33ed3c-de68-487b-ac02-1a191a5f70e0,text,I'm here to assist you with your Maximo related questions
null,ae33ed3c-de68-487b-ac02-1a191a5f70e0,pause,1000
null,ae33ed3c-de68-487b-ac02-1a191a5f70e0,text,Please select an option or type your question below
null,ae33ed3c-de68-487b-ac02-1a191a5f70e0,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,ae33ed3c-de68-487b-ac02-1a191a5f70e0,search,"Ad Hoc Report Types  .pdf" "Creating Ad Hoc Reports .pdf" "Ad hoc report Administration .pdf" 
null,229bd419-832a-4bbc-9ce4-5078a6e2c49b,text,Ok, please type in your query then wait for an agent.
null,229bd419-832a-4bbc-9ce4-5078a6e2c49b,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,229bd419-832a-4bbc-9ce4-5078a6e2c49b,pause,1000
null,229bd419-832a-4bbc-9ce4-5078a6e2c49b,text,I'm here to assist you with your Maximo related questions
null,229bd419-832a-4bbc-9ce4-5078a6e2c49b,pause,1000
null,229bd419-832a-4bbc-9ce4-5078a6e2c49b,text,Please select an option or type your question below
null,229bd419-832a-4bbc-9ce4-5078a6e2c49b,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,229bd419-832a-4bbc-9ce4-5078a6e2c49b,text,Ok, please tell me your email.
null,229bd419-832a-4bbc-9ce4-5078a6e2c49b,suggestion,"Please transfer me to an agent: live chat" "Bot Profile : live chat" "Search TRM Document Library: live chat" "None of the above: live chat" 
null,229bd419-832a-4bbc-9ce4-5078a6e2c49b,text,Sorry for the trouble but we need this information to connect you with a best suited agent. 
null,229bd419-832a-4bbc-9ce4-5078a6e2c49b,text,To connect to an agent, we will need some of your information first. Please tell us your name.
null,229bd419-832a-4bbc-9ce4-5078a6e2c49b,image,NO TEXT FOR image
null,229bd419-832a-4bbc-9ce4-5078a6e2c49b,text,[Request agent →](https://teams.microsoft.com/_#/conversations/?ctx=chat)
null,229bd419-832a-4bbc-9ce4-5078a6e2c49b,text,Sorry for the trouble but we need this information to connect you with a best suited agent. 
null,229bd419-832a-4bbc-9ce4-5078a6e2c49b,text,To connect to an agent, we will need some of your information first. Please tell us your name.
null,71e0ac18-9432-41a9-9cd4-92ca07138471,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,71e0ac18-9432-41a9-9cd4-92ca07138471,pause,1000
null,71e0ac18-9432-41a9-9cd4-92ca07138471,text,I'm here to assist you with your Maximo related questions
null,71e0ac18-9432-41a9-9cd4-92ca07138471,pause,1000
null,71e0ac18-9432-41a9-9cd4-92ca07138471,text,Please select an option or type your question below
null,71e0ac18-9432-41a9-9cd4-92ca07138471,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,86b778ba-7b22-45a7-a1d3-862e9c2ea516,text,The Failure Reporting tab is used to record failures in selected assets, the cause of the Failure, and the Corrective actions. This information is used mostly in Corrective Maintenance and Unplanned Maintenance Work Orders.
null,86b778ba-7b22-45a7-a1d3-862e9c2ea516,option,"Failure Code Application" "Failure Code Hierarchy" 
null,86b778ba-7b22-45a7-a1d3-862e9c2ea516,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,86b778ba-7b22-45a7-a1d3-862e9c2ea516,pause,1000
null,86b778ba-7b22-45a7-a1d3-862e9c2ea516,text,I'm here to assist you with your Maximo related questions
null,86b778ba-7b22-45a7-a1d3-862e9c2ea516,pause,1000
null,86b778ba-7b22-45a7-a1d3-862e9c2ea516,text,Please select an option or type your question below
null,86b778ba-7b22-45a7-a1d3-862e9c2ea516,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,1c8fd4ca-65cc-4b6a-ad98-e30a36de2a6e,text,A failure hierarchy is a tree type of structure that shows relationships between identified problems, causes, and remedies for asset failures and for operating location failures.  To build a failure hierarchy: 1) From Go To menu choose: Asset >> Failure Codes 2) Create the first level of the hierarchy (add a new Failure Class) 3) Specify the Failure Class name and description. 4) Add the Problem (second level of the hierarchy). 5) For each Problem, add the possible Causes (third level) by selecting the Problem, in the Causes section click New Row and select a Cause. 6) For each Cause, add the possible Remedies by selecting the Problem, the Cause and in the Remedies section click New Row and select a Remedy.
null,1c8fd4ca-65cc-4b6a-ad98-e30a36de2a6e,option,"Failure Code Duplicate" 
null,1d0a1dee-215f-45c7-91dd-528e3b1333f5,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,1d0a1dee-215f-45c7-91dd-528e3b1333f5,pause,1000
null,1d0a1dee-215f-45c7-91dd-528e3b1333f5,text,I'm here to assist you with your Maximo related questions
null,1d0a1dee-215f-45c7-91dd-528e3b1333f5,pause,1000
null,1d0a1dee-215f-45c7-91dd-528e3b1333f5,text,Please select an option or type your question below
null,1d0a1dee-215f-45c7-91dd-528e3b1333f5,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,1d0a1dee-215f-45c7-91dd-528e3b1333f5,suggestion,"Search TRM Document Library: failure code reporting" "Failure Code Application: failure code reporting" "None of the above: failure code reporting" 
null,1c8fd4ca-65cc-4b6a-ad98-e30a36de2a6e,text,You use the Failure Codes application to build and to display failure hierarchies. Hierarchies help you construct accurate histories of the failures that affect your assets and operating locations. 
null,1c8fd4ca-65cc-4b6a-ad98-e30a36de2a6e,option,"Failure Code Hierarchy" "Failure Code Duplicate" 
null,1c8fd4ca-65cc-4b6a-ad98-e30a36de2a6e,suggestion,"Failure Code Hierarchy: Failure Code Hierarchy" "Failure Code Application: Failure Code Hierarchy" "Failure Code Duplicate: Failure Code Hierarchy" "How can I see all parent and child item assembly structures?: Failure Code Hierarchy" "None of the above: Failure Code Hierarchy" 
null,1c8fd4ca-65cc-4b6a-ad98-e30a36de2a6e,suggestion,"Search TRM Document Library: failure code tab" "Failure Code Application: failure code tab" "None of the above: failure code tab" 
null,1c8fd4ca-65cc-4b6a-ad98-e30a36de2a6e,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,1c8fd4ca-65cc-4b6a-ad98-e30a36de2a6e,pause,1000
null,1c8fd4ca-65cc-4b6a-ad98-e30a36de2a6e,text,I'm here to assist you with your Maximo related questions
null,1c8fd4ca-65cc-4b6a-ad98-e30a36de2a6e,pause,1000
null,1c8fd4ca-65cc-4b6a-ad98-e30a36de2a6e,text,Please select an option or type your question below
null,1c8fd4ca-65cc-4b6a-ad98-e30a36de2a6e,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,1c8fd4ca-65cc-4b6a-ad98-e30a36de2a6e,search,"How to_ Add Failure Reporting to a Work Order.pdf" "WORK ORDER TRACKING APPLICATION OVERVIEW.pdf" "Investigations Application Overview.pdf" 
null,1d0a1dee-215f-45c7-91dd-528e3b1333f5,text,You use the Failure Codes application to build and to display failure hierarchies. Hierarchies help you construct accurate histories of the failures that affect your assets and operating locations. 
null,1d0a1dee-215f-45c7-91dd-528e3b1333f5,option,"Failure Code Hierarchy" "Failure Code Duplicate" 
null,1d0a1dee-215f-45c7-91dd-528e3b1333f5,suggestion,"Search TRM Document Library: Failure code reporting" "Failure Code Application: Failure code reporting" "None of the above: Failure code reporting" 
null,1d0a1dee-215f-45c7-91dd-528e3b1333f5,search,"How to_ Add Failure Reporting to a Work Order.pdf" "WORK ORDER TRACKING APPLICATION OVERVIEW.pdf" "Investigations Application Overview.pdf" 
null,1d0a1dee-215f-45c7-91dd-528e3b1333f5,text,IBM Maximo is an Enterprise Asset Management (EAM) solution (equipment, installations, buildings, etc) that provides purchasing, inventory, management of locations, service desk, and work planning. Maximo utilizes a series of applications, within modules, to setup and maintain an organization’s asset management plan. When using the Go To menu to navigate to these applications, the list in the drop-down menu is the list of modules. The menu expands to show the applications within each module. In some instances, there are categories of applications, so an additional list level is between the module name and application name.
null,1d0a1dee-215f-45c7-91dd-528e3b1333f5,option,"Key Terms" "Asset Management" "Item Master" "Work Order" "Preventive Maintenance" "Purchase Order" "Service Request" 
null,1d0a1dee-215f-45c7-91dd-528e3b1333f5,text,Preventive Maintenance (PM) is maintenance work performed on a regular schedule. The Preventive Maintenance application will help you plan and budget for regular maintenance work by planning the labor, material, service, and tool needs of your regularly scheduled maintenance and inspection Work Orders.  Work Management – A core business function to almost any industry. It is the method by which organizations maintain assets and manage labor resources. The Work Order Tracking application is an essential element of work management.  Asset management - track and manage asset and location data throughout the asset lifecycle. The Assets application is the central element of managing assets.  Work Management – A core business function to almost any industry. It is the method by which organizations maintain assets and manage labor resources. The Work Order Tracking application is an essential element of work management.  System - A method for organizing different types of locations and assets in the same database to allow for different asset tracking processes. For example, the HVAC system of vents, air conditioners, and heaters within a building is separate from the IT Networking system of cables, switches, routers, and computers within a building.  Location - A physical, geographic location where assets reside, or a virtual space, either from which assets can be transferred in and out. A location can also be a labor record, as in the person that the handheld or laptop is assigned to.  Asset - A physical piece of equipment that needs to be managed and maintained via the asset management process.  Item - A physical piece of equipment that needs to be managed via the inventory process. An inventory item may also be an asset. This is a rotating item.  Classification - A method for organizing assets with the same components or parts.  Specification - The specific values of the components or parts of an asset.
null,e628eadf-f9ab-4156-828b-549af86e359c,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,e628eadf-f9ab-4156-828b-549af86e359c,pause,1000
null,e628eadf-f9ab-4156-828b-549af86e359c,text,I'm here to assist you with your Maximo related questions
null,e628eadf-f9ab-4156-828b-549af86e359c,pause,1000
null,e628eadf-f9ab-4156-828b-549af86e359c,text,Please select an option or type your question below
null,e628eadf-f9ab-4156-828b-549af86e359c,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,e628eadf-f9ab-4156-828b-549af86e359c,search,"How to Create and Run a Quick Ad Hoc Report.pdf" "How to_ Export an AD HOC to Eclipse BIRT Designer.pdf" "Deleting Ad Hoc Reports .pdf" 
null,e628eadf-f9ab-4156-828b-549af86e359c,search,"App Developer and Existing Rules - Rules Manager.pdf" "Explaining the App Editor - Rules Manager.pdf" "Rule not firing - Rules Manager.pdf" 
null,a43fe611-0357-4ca5-98ea-2767cf20dc06,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,a43fe611-0357-4ca5-98ea-2767cf20dc06,pause,1000
null,a43fe611-0357-4ca5-98ea-2767cf20dc06,text,I'm here to assist you with your Maximo related questions
null,a43fe611-0357-4ca5-98ea-2767cf20dc06,pause,1000
null,a43fe611-0357-4ca5-98ea-2767cf20dc06,text,Please select an option or type your question below
null,a43fe611-0357-4ca5-98ea-2767cf20dc06,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,8fc2357d-fe7c-4654-bb55-218796e80817,text,Ok, please type in your query then wait for an agent.
null,8fc2357d-fe7c-4654-bb55-218796e80817,text,Sorry for the trouble but we need this information to connect you with a best suited agent. 
null,8fc2357d-fe7c-4654-bb55-218796e80817,text,To connect to an agent, we will need some of your information first. Please tell us your name.
null,8fc2357d-fe7c-4654-bb55-218796e80817,text,Ok, please tell me your email.
null,8fc2357d-fe7c-4654-bb55-218796e80817,text,Sorry for the trouble but we need this information to connect you with a best suited agent. 
null,8fc2357d-fe7c-4654-bb55-218796e80817,text,To connect to an agent, we will need some of your information first. Please tell us your name.
null,8fc2357d-fe7c-4654-bb55-218796e80817,image,NO TEXT FOR image
null,8fc2357d-fe7c-4654-bb55-218796e80817,text,[Request agent →](https://teams.microsoft.com/_#/conversations/?ctx=chat)
null,d654f54c-206e-4bc9-87ca-2c7a832755ed,suggestion,"Please transfer me to an agent: Live Chat" "Bot Profile : Live Chat" "Search TRM Document Library: Live Chat" "None of the above: Live Chat" 
null,d654f54c-206e-4bc9-87ca-2c7a832755ed,search,"How to Create and Run a Quick Ad Hoc Report.pdf" "Creating Ad Hoc Reports .pdf" "Editing Ad Hoc Reports .pdf" 
null,d654f54c-206e-4bc9-87ca-2c7a832755ed,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,d654f54c-206e-4bc9-87ca-2c7a832755ed,pause,1000
null,d654f54c-206e-4bc9-87ca-2c7a832755ed,text,I'm here to assist you with your Maximo related questions
null,d654f54c-206e-4bc9-87ca-2c7a832755ed,pause,1000
null,d654f54c-206e-4bc9-87ca-2c7a832755ed,text,Please select an option or type your question below
null,d654f54c-206e-4bc9-87ca-2c7a832755ed,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,d654f54c-206e-4bc9-87ca-2c7a832755ed,search,"Asset Record Statuses .pdf" "How to Build an Asset Description Using a Classification Structure.pdf" "Asset Templates .pdf" 
null,d654f54c-206e-4bc9-87ca-2c7a832755ed,suggestion,"Create an Asset: decommission an asset" "Modify an Asset: decommission an asset" "None of the above: decommission an asset" 
null,d654f54c-206e-4bc9-87ca-2c7a832755ed,text,Sorry for the trouble but we need this information to connect you with a best suited agent. 
null,d654f54c-206e-4bc9-87ca-2c7a832755ed,text,To connect to an agent, we will need some of your information first. Please tell us your name.
null,d654f54c-206e-4bc9-87ca-2c7a832755ed,text,Ok, please tell me your email.
null,d654f54c-206e-4bc9-87ca-2c7a832755ed,image,NO TEXT FOR image
null,d654f54c-206e-4bc9-87ca-2c7a832755ed,text,[Request agent →](https://teams.microsoft.com/_#/conversations/?ctx=chat)
null,d654f54c-206e-4bc9-87ca-2c7a832755ed,text,Ok, please type in your query then wait for an agent.
null,d654f54c-206e-4bc9-87ca-2c7a832755ed,text,From the Assets application, display the asset whose status you want to change.  Select the Change Status action.  In the New Status field, select a status from the drop-down list, then click OK.
null,a2fb7a14-b7fa-4d9d-a271-2526b20c2d5c,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,a2fb7a14-b7fa-4d9d-a271-2526b20c2d5c,pause,1000
null,a2fb7a14-b7fa-4d9d-a271-2526b20c2d5c,text,I'm here to assist you with your Maximo related questions
null,a2fb7a14-b7fa-4d9d-a271-2526b20c2d5c,pause,1000
null,a2fb7a14-b7fa-4d9d-a271-2526b20c2d5c,text,Please select an option or type your question below
null,a2fb7a14-b7fa-4d9d-a271-2526b20c2d5c,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,cc511018-8cc0-4caf-8152-f4c4bc83b17d,search,"The Report Administration Application .pdf" "How to Create and Run a Quick Ad Hoc Report.pdf" "Ad Hoc Report Types  .pdf" 
null,a2fb7a14-b7fa-4d9d-a271-2526b20c2d5c,text,I can help you with these for Service Request:
null,a2fb7a14-b7fa-4d9d-a271-2526b20c2d5c,option,"Create Service Request" "Edit/Revise Service Request" "Search Service Request" "Service Request Report" "Service Request Definition" 
null,a2fb7a14-b7fa-4d9d-a271-2526b20c2d5c,text,In the Service Requests application, choose the New Service Request New service request icon action. In the User Information section, the Service Request number is automatically filled. This is the only information required to create a service request record. The more information you enter, the more efficient the processing of the service request is. The Source field is also automatically filled with, for example, PHONECALL. You can modify or disable the default value for this field by editing the dialog definition or behavior using the Application Designer application. In the Affected Person field, select the person who is affected by the service request. Once selected the Name, Phone and E-mail fields is automatically filled with information from their personal record, if it exists. In the Service Request Details section, enter a description in the Summary field. Enter additional information, in the Details field. In the Reported Priority field, select a number that represents the impact. The choices are critical, high, medium, low, and planning. In the Common Requests field, select the service request type. The service request type selected might include associated summary information in the template. Click Submit Now to save the service request record. The system creates a service request record and, by default, automatically sends a communication to the Reported By and Affected Person users, notifying them that the new record has been created.. You can add details for the service request record now or update them later.
null,a2fb7a14-b7fa-4d9d-a271-2526b20c2d5c,option,"Edit or Update a Service Request" "Search for a Service Request" "Service Request Report" 
null,a2fb7a14-b7fa-4d9d-a271-2526b20c2d5c,suggestion,"Service Request Edit: Service Request Edit" "Service Request: Service Request Edit" "None of the above: Service Request Edit" 
null,a2fb7a14-b7fa-4d9d-a271-2526b20c2d5c,text,I can help you with these for Service Request:
null,a2fb7a14-b7fa-4d9d-a271-2526b20c2d5c,option,"Create Service Request" "Edit/Revise Service Request" "Search Service Request" "Service Request Report" "Service Request Definition" 
null,cc511018-8cc0-4caf-8152-f4c4bc83b17d,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,cc511018-8cc0-4caf-8152-f4c4bc83b17d,pause,1000
null,cc511018-8cc0-4caf-8152-f4c4bc83b17d,text,I'm here to assist you with your Maximo related questions
null,cc511018-8cc0-4caf-8152-f4c4bc83b17d,pause,1000
null,cc511018-8cc0-4caf-8152-f4c4bc83b17d,text,Please select an option or type your question below
null,cc511018-8cc0-4caf-8152-f4c4bc83b17d,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,cc511018-8cc0-4caf-8152-f4c4bc83b17d,text,What do you like me to help you with?
null,cc511018-8cc0-4caf-8152-f4c4bc83b17d,option,"User Registration" "Create a new user" "I can't login" 
null,cc511018-8cc0-4caf-8152-f4c4bc83b17d,text,To manage users, you can create records that contain user names, passwords, and security profiles. These records determine which applications, options, and data that user can access. A user record must have a corresponding person record. You create person records either in the People application or in the Personal section in the Users application. In the User application, click New User. Optional: In the User field, type a unique user identifier. If you use autonumbering, the User field is already populated. Optional: If no matching person record is found, select one of the following options to create a person record: To create a person record based on information in the Personal section of the user record, click Yes. To select an existing person record, click No. In the Person field, select the person record. To create a person record, click No. In the Person field, select Detail Menu and then select Go to People. Optional: In the User Name field, type a value. The user name defaults to the ID name in the User field. This value is used to log in. You can change the user name to an employee number or email address. Click Set Password to define a password. Optional: Specify additional personal, user setting and general ledger account information.
null,a2fb7a14-b7fa-4d9d-a271-2526b20c2d5c,text,1. Navigate to the "Service Desk" under Go To Application  2. Click on "Service Request"  3. In the left side bar under "More Actions" click on "Run Reports" 
null,46958a93-ca65-42e9-b50e-7d938cb9c2bf,search,"ValueList Editors - Rules Manager.pdf" "Scheduling Ad Hoc Reports .pdf" "Exporting Ad Hoc Report Data .pdf" 
null,46958a93-ca65-42e9-b50e-7d938cb9c2bf,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,46958a93-ca65-42e9-b50e-7d938cb9c2bf,pause,1000
null,46958a93-ca65-42e9-b50e-7d938cb9c2bf,text,I'm here to assist you with your Maximo related questions
null,46958a93-ca65-42e9-b50e-7d938cb9c2bf,pause,1000
null,46958a93-ca65-42e9-b50e-7d938cb9c2bf,text,Please select an option or type your question below
null,46958a93-ca65-42e9-b50e-7d938cb9c2bf,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,46958a93-ca65-42e9-b50e-7d938cb9c2bf,search,"Product Report Configuration for BIRT.pdf" "System Requirements - Rules Manager.pdf" "Promoting Rules - Rules Manager.pdf" 
null,46958a93-ca65-42e9-b50e-7d938cb9c2bf,suggestion,"Wildcard Search: Search TRM Document Library" "Search Options and Methods: Search TRM Document Library" "Search TRM Document Library: Search TRM Document Library" "None of the above: Search TRM Document Library" 
null,46958a93-ca65-42e9-b50e-7d938cb9c2bf,text,Work Order Tracking Procedure 1-In the Work Order Tracking application, click the New Work Order icon in the toolbar. 2-Specify whether you are creating the work order for a location, asset, configuration item, or general ledger account. If a selected location has a single associated asset, the asset value is copied to the record. If a selected asset is a linear asset, additional fields display. 3-Optional: Specify a type for the work order and the priority of the work order for scheduling purposes. 4-Specify any additional schedule information and responsibility information. You can specify a job plan, safety plan, failure class, scheduling information, and planned labor, materials, tools, and services. If you specify a job plan or job task that is related to an inspection form, that inspection form is automatically added to the Inspection Form field. 5-Save the work order. Note: An asterisk (*) indicates a required field  Several applications in Maximo can be used to create work orders depending on business process and permissions. - Work Order Tracking - Use to create and report on high-volume or complex work orders. - Changes - Use to create work orders related to service desk tickets. - Condition Monitoring - Use to generate work orders to correct problem conditions found during monitoring procedures. - Incidents - Use to create work orders related to service desk tickets - Preventive Maintenance - Use to generate scheduled maintenance work orders. - Problems - Use to create work orders related to service desk tickets. - Quick Reporting - Use to create work orders and report actual work done for simple jobs, unplanned work, or work not performed by the maintenance department. - Releases - Use to create work orders related to service desk tickets. - Service Requests - Use to create work orders related to service desk tickets.
null,46958a93-ca65-42e9-b50e-7d938cb9c2bf,option,"Edit a Work Order" "Service Request" "Preventive Maintenance" 
